,senders,times
0,64,0.1
1,80,0.1
2,144,0.1
3,192,0.1
4,224,0.1
5,32,1.9000000000000001
6,112,2.1
7,208,2.3000000000000003
8,128,3.8000000000000003
9,224,3.3000000000000003
10,384,3.7
11,16,4.1
12,144,4.9
13,176,4.9
14,336,4.1
15,352,5.0
16,256,5.6000000000000005
17,288,6.0
18,320,5.7
19,368,5.1000000000000005
20,64,6.5
21,192,6.2
22,208,6.5
23,224,6.5
24,240,6.5
25,80,7.3
26,96,7.9
27,112,7.6000000000000005
28,400,7.4
29,16,9.6
30,32,9.1
31,144,9.700000000000001
32,224,9.700000000000001
33,160,10.3
34,208,10.700000000000001
35,384,10.4
36,48,11.1
37,176,11.1
38,352,11.8
39,368,12.0
40,64,12.9
41,192,12.3
42,224,12.9
43,336,12.6
44,112,13.1
45,256,13.200000000000001
46,304,13.3
47,80,14.5
48,128,14.1
49,144,14.5
50,208,14.9
51,240,15.0
52,320,14.700000000000001
53,16,15.1
54,288,15.9
55,400,16.0
56,32,16.3
57,224,16.1
58,96,17.3
59,176,17.3
60,384,17.1
61,112,18.6
62,192,18.400000000000002
63,352,18.6
64,368,18.900000000000002
65,64,19.3
66,144,19.3
67,208,19.1
68,224,19.3
69,16,20.6
70,256,20.8
71,80,21.400000000000002
72,224,22.0
73,272,21.400000000000002
74,336,21.1
75,32,22.3
76,48,22.5
77,112,22.7
78,128,22.5
79,144,22.900000000000002
80,160,22.3
81,176,22.3
82,192,22.900000000000002
83,208,22.3
84,240,22.2
85,320,22.3
86,384,22.400000000000002
87,400,22.7
88,64,23.6
89,96,23.900000000000002
90,288,23.3
91,304,24.0
92,352,23.3
93,368,23.6
94,16,24.5
95,224,24.7
96,208,25.5
97,256,25.7
98,32,27.0
99,80,26.1
100,112,26.6
101,144,26.5
102,176,26.5
103,336,26.400000000000002
104,384,26.8
105,64,27.900000000000002
106,192,27.1
107,224,27.400000000000002
108,240,27.5
109,320,27.8
110,352,27.8
111,400,28.0
112,16,28.400000000000002
113,128,28.6
114,208,28.7
115,368,28.2
116,48,29.900000000000002
117,96,29.8
118,160,29.8
119,288,29.400000000000002
120,80,30.8
121,112,30.5
122,144,30.1
123,176,30.7
124,224,30.1
125,256,30.6
126,32,31.7
127,192,31.3
128,208,31.900000000000002
129,272,32.0
130,304,31.900000000000002
131,336,31.7
132,384,31.2
133,16,32.3
134,64,32.2
135,224,32.8
136,240,32.8
137,352,32.3
