,senders,times
0,64,0.1
1,32,5.0
2,16,5.8
3,64,6.5
4,48,9.1
5,32,12.1
6,64,12.9
7,80,12.3
8,16,13.1
9,32,19.2
10,64,19.3
11,16,20.400000000000002
12,48,20.2
13,80,22.900000000000002
14,32,23.8
15,64,23.7
16,16,25.2
17,48,26.6
18,32,28.400000000000002
19,64,28.1
20,16,30.0
21,80,30.2
22,32,33.0
23,48,33.0
24,64,32.5
25,16,34.800000000000004
26,64,36.9
27,32,37.6
28,80,37.5
29,16,39.6
30,48,39.4
31,64,43.9
32,16,61.6
33,32,61.4
34,64,61.4
35,48,63.1
36,80,63.6
37,32,66.0
38,64,65.8
39,16,66.4
40,48,69.5
41,32,70.60000000000001
42,64,70.2
43,80,70.9
44,16,71.2
45,64,74.60000000000001
46,16,76.0
47,32,75.2
48,48,75.9
49,64,79.0
50,80,78.2
51,32,79.8
52,16,80.8
53,64,88.2
54,32,91.0
55,48,90.60000000000001
56,16,92.10000000000001
57,64,97.60000000000001
58,32,101.8
59,16,102.60000000000001
60,80,104.4
61,64,105.3
62,48,106.9
63,32,110.10000000000001
64,16,111.10000000000001
65,64,112.7
66,32,118.4
67,16,119.60000000000001
68,48,120.8
69,64,120.10000000000001
70,80,121.4
71,32,123.8
72,16,124.8
73,64,124.8
74,48,127.9
75,32,128.8
76,16,130.0
77,64,129.5
78,80,129.6
79,32,133.8
80,48,135.0
81,64,134.2
82,16,135.2
83,80,137.8
84,32,138.8
85,64,138.9
86,16,140.4
87,48,144.4
88,64,146.3
89,32,147.1
90,16,149.20000000000002
91,64,153.9
92,32,155.70000000000002
93,80,155.6
94,16,158.0
95,48,158.9
96,64,161.4
97,32,163.3
98,16,165.1
99,64,167.5
100,80,168.9
101,32,170.0
102,48,169.3
103,16,172.0
104,64,173.6
105,32,176.70000000000002
106,16,178.9
107,48,179.6
108,64,179.70000000000002
109,64,202.6
110,16,203.20000000000002
111,32,203.1
112,48,205.20000000000002
113,80,205.5
114,64,207.6
115,16,208.70000000000002
116,32,208.5
117,48,212.9
118,64,212.6
119,32,213.9
120,16,214.20000000000002
121,80,214.5
122,64,217.6
123,16,219.70000000000002
124,32,219.3
125,48,220.6
126,64,223.3
127,80,225.20000000000002
128,16,226.70000000000002
129,32,226.1
130,64,229.5
131,48,231.20000000000002
132,32,232.9
133,16,233.70000000000002
134,64,235.70000000000002
135,80,238.0
136,32,239.70000000000002
137,16,240.70000000000002
138,64,242.6
139,48,243.4
140,32,250.3
141,16,251.4
142,64,251.6
143,32,260.9
144,64,260.6
145,16,261.4
146,48,261.5
147,80,261.8
148,64,265.5
149,16,266.7
150,32,266.1
151,48,268.9
152,64,270.4
153,80,270.4
154,16,272.0
155,32,271.3
156,64,275.3
157,32,276.5
158,48,276.3
159,16,277.3
160,80,279.0
161,64,280.2
162,32,283.3
163,16,286.3
164,64,289.8
165,32,294.90000000000003
166,48,296.0
167,16,298.0
168,64,299.40000000000003
169,32,304.1
170,80,304.7
171,16,306.3
172,64,306.40000000000003
173,48,309.7
174,32,312.0
175,64,313.40000000000003
176,16,314.3
177,32,319.90000000000003
178,64,320.40000000000003
179,80,320.7
180,16,341.90000000000003
181,64,341.5
182,32,343.1
183,48,346.8
184,64,349.1
185,16,350.8
